election_id,report_date,county,county_id,registered_voters,in_person_votes_on_date,total_in_person_votes,total_mail_votes,roster_available,source
58315,2026-05-26,SHERMAN,211,1346,0,99,0,true,civix
58315,2026-05-26,SMITH,212,157630,0,9264,799,true,civix
58315,2026-05-26,SOMERVELL,213,7578,0,889,26,true,civix
58315,2026-05-26,STARR,214,36342,0,25,7,true,civix
58315,2026-05-26,STEPHENS,215,5846,0,395,43,true,civix
58315,2026-05-26,STERLING,216,882,0,29,6,true,civix
58315,2026-05-26,STONEWALL,217,949,0,55,5,true,civix
58315,2026-05-26,SUTTON,218,2295,0,199,3,true,civix
58315,2026-05-26,SWISHER,219,3860,0,175,39,true,civix
58315,2026-05-26,TARRANT,220,1278027,33,58317,4369,true,civix
58315,2026-05-26,TAYLOR,221,86087,0,4385,338,true,civix
58315,2026-05-26,TERRELL,222,617,0,41,5,true,civix
58315,2026-05-26,TERRY,223,6277,0,536,33,true,civix
58315,2026-05-26,THROCKMORTON,224,1184,0,65,4,true,civix
58315,2026-05-26,TITUS,225,18086,0,1163,64,true,civix
58315,2026-05-26,TOM GREEN,226,72725,0,3601,616,true,civix
58315,2026-05-26,TRAVIS,227,927654,0,25221,2120,true,civix
58315,2026-05-26,TRINITY,228,12254,0,956,0,true,civix
58315,2026-05-26,TYLER,229,14866,0,965,66,true,civix
58315,2026-05-26,UPSHUR,230,30711,0,1553,194,true,civix
58315,2026-05-26,UPTON,231,2101,0,142,2,true,civix
58315,2026-05-26,UVALDE,232,17673,0,1439,53,true,civix
58315,2026-05-26,VAL VERDE,233,30640,0,621,12,true,civix
58315,2026-05-26,VAN ZANDT,234,42237,0,3552,132,true,civix
58315,2026-05-26,VICTORIA,235,57536,0,2328,668,true,civix
58315,2026-05-26,WALKER,236,39091,0,3030,153,true,civix
58315,2026-05-26,WALLER,237,44924,0,2156,110,true,civix
58315,2026-05-26,WARD,238,6990,0,149,16,true,civix
58315,2026-05-26,WASHINGTON,239,25795,0,3924,183,true,civix
58315,2026-05-26,WEBB,240,147647,0,1491,29,true,civix
58315,2026-05-26,WHARTON,241,26549,0,1589,24,true,civix
58315,2026-05-26,WHEELER,242,3323,0,245,29,true,civix
58315,2026-05-26,WICHITA,243,77898,0,3709,367,true,civix
58315,2026-05-26,WILBARGER,244,8199,0,295,76,true,civix
58315,2026-05-26,WILLACY,245,11524,0,100,11,true,civix
58315,2026-05-26,WILLIAMSON,246,458766,0,22278,1709,true,civix
58315,2026-05-26,WILSON,247,39951,0,2095,208,true,civix
58315,2026-05-26,WINKLER,248,4144,0,359,19,true,civix
58315,2026-05-26,WISE,249,58175,0,3981,211,true,civix
58315,2026-05-26,WOOD,250,35540,0,2289,306,true,civix
58315,2026-05-26,YOAKUM,251,4330,0,237,14,true,civix
58315,2026-05-26,YOUNG,252,12705,0,2159,0,true,civix
58315,2026-05-26,ZAPATA,253,8228,0,15,1,true,civix
58315,2026-05-26,ZAVALA,254,7532,0,69,1,true,civix
